2026-02-26 18:46:54 UTC | CORE | INFO | (pkg/util/log/setup/log.go:60 in SetupLogger) | CORE: using slog logger
2026-02-26 18:47:02 UTC | CORE | ERROR | (pkg/collector/python/loader.go:290 in addExpvarConfigureError) | py.loader: could not configure check 'etcd (9.2.0)': could not invoke 'etcd' python check constructor. New constructor API returned:
Traceback (most recent call last):
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/etcd/etcd.py", line 73, in __init__
    super(Etcd, self).__init__(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~^
        name,
        ^^^^^
    ...<12 lines>...
        default_namespace='etcd',
        ^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/base/checks/openmetrics/base_check.py", line 126, in __init__
    raise CheckException(
        "The agent could not connect to any of the following URLs: %s." % possible_urls
    )
datadog_checks.base.errors.CheckException: The agent could not connect to any of the following URLs: ['https://172.17.0.2:2379/metrics', 'http://172.17.0.2:2379/metrics'].
Deprecated constructor API returned:
Etcd.__init__() got an unexpected keyword argument 'agentConfig'
2026-02-26 18:47:02 UTC | CORE | ERROR | (pkg/collector/scheduler.go:226 in getChecks) | Unable to load a check from instance of config 'etcd': Core Check Loader: Check etcd not found in Catalog; Python Check Loader: could not configure check instance for python check etcd: could not invoke 'etcd' python check constructor. New constructor API returned:
Traceback (most recent call last):
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/etcd/etcd.py", line 73, in __init__
    super(Etcd, self).__init__(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~^
        name,
        ^^^^^
    ...<12 lines>...
        default_namespace='etcd',
        ^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/base/checks/openmetrics/base_check.py", line 126, in __init__
    raise CheckException(
        "The agent could not connect to any of the following URLs: %s." % possible_urls
    )
datadog_checks.base.errors.CheckException: The agent could not connect to any of the following URLs: ['https://172.17.0.2:2379/metrics', 'http://172.17.0.2:2379/metrics'].
Deprecated constructor API returned:
Etcd.__init__() got an unexpected keyword argument 'agentConfig'; 
2026-02-26 18:47:02 UTC | CORE | INFO | (pkg/collector/python/datadog_agent.go:148 in LogMessage) | unknown | (base_check.py:124) | Couldn't connect to https://172.17.0.2:6443/metrics: HTTPSConnectionPool(host='172.17.0.2', port=6443): Max retries exceeded with url: /metrics (Caused by NewConnectionError("HTTPSConnection(host='172.17.0.2', port=6443): Failed to establish a new connection: [Errno 111] Connection refused")), trying next possible URL.
2026-02-26 18:47:02 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check kube_apiserver_metrics:11675b2537f1d4d2 with an interval of 15s
2026-02-26 18:47:02 UTC | CORE | INFO | (pkg/collector/python/datadog_agent.go:148 in LogMessage) | unknown | (base_check.py:124) | Couldn't connect to https://172.17.0.2:10257/metrics: HTTPSConnectionPool(host='172.17.0.2', port=10257): Max retries exceeded with url: /metrics (Caused by NewConnectionError("HTTPSConnection(host='172.17.0.2', port=10257): Failed to establish a new connection: [Errno 111] Connection refused")), trying next possible URL.
2026-02-26 18:47:02 UTC | CORE | INFO | (pkg/collector/python/datadog_agent.go:148 in LogMessage) | unknown | (base_check.py:124) | Couldn't connect to https://localhost:10257/metrics: HTTPSConnectionPool(host='localhost', port=10257): Max retries exceeded with url: /metrics (Caused by NewConnectionError("HTTPSConnection(host='localhost', port=10257): Failed to establish a new connection: [Errno 111] Connection refused")), trying next possible URL.
2026-02-26 18:47:02 UTC | CORE | INFO | (pkg/collector/python/datadog_agent.go:148 in LogMessage) | unknown | (base_check.py:124) | Couldn't connect to http://172.17.0.2:10252/metrics: HTTPConnectionPool(host='172.17.0.2', port=10252): Max retries exceeded with url: /metrics (Caused by NewConnectionError("HTTPConnection(host='172.17.0.2', port=10252): Failed to establish a new connection: [Errno 111] Connection refused")), trying next possible URL.
2026-02-26 18:47:02 UTC | CORE | INFO | (pkg/collector/python/datadog_agent.go:148 in LogMessage) | unknown | (base_check.py:124) | Couldn't connect to http://localhost:10252/metrics: HTTPConnectionPool(host='localhost', port=10252): Max retries exceeded with url: /metrics (Caused by NewConnectionError("HTTPConnection(host='localhost', port=10252): Failed to establish a new connection: [Errno 111] Connection refused")), trying next possible URL.
2026-02-26 18:47:02 UTC | CORE | WARN | (pkg/collector/python/check.go:334 in Configure) | could not get a 'kube_controller_manager' check instance with the new api: Traceback (most recent call last):
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/kube_controller_manager/kube_controller_manager.py", line 114, in __init__
    super(KubeControllerManagerCheck, self).__init__(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        name,
        ^^^^^
    ...<23 lines>...
        default_namespace="kube_controller_manager",
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/kube_controller_manager/sli_metrics.py", line 25, in __init__
    super(SliMetricsScraperMixin, self).__init__(*args, **kwargs)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/base/checks/openmetrics/base_check.py", line 126, in __init__
    raise CheckException(
        "The agent could not connect to any of the following URLs: %s." % possible_urls
    )
datadog_checks.base.errors.CheckException: The agent could not connect to any of the following URLs: ['https://172.17.0.2:10257/metrics', 'https://localhost:10257/metrics', 'http://172.17.0.2:10252/metrics', 'http://localhost:10252/metrics'].
2026-02-26 18:47:02 UTC | CORE | WARN | (pkg/collector/python/check.go:335 in Configure) | trying to instantiate the check with the old api, passing agentConfig to the constructor
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:coredns | Running check...
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:coredns | Done running check
2026-02-26 18:47:03 UTC | CORE | ERROR | (pkg/collector/python/loader.go:290 in addExpvarConfigureError) | py.loader: could not configure check 'kube_controller_manager (8.2.0)': could not invoke 'kube_controller_manager' python check constructor. New constructor API returned:
Traceback (most recent call last):
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/kube_controller_manager/kube_controller_manager.py", line 114, in __init__
    super(KubeControllerManagerCheck, self).__init__(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        name,
        ^^^^^
    ...<23 lines>...
        default_namespace="kube_controller_manager",
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/kube_controller_manager/sli_metrics.py", line 25, in __init__
    super(SliMetricsScraperMixin, self).__init__(*args, **kwargs)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/base/checks/openmetrics/base_check.py", line 126, in __init__
    raise CheckException(
        "The agent could not connect to any of the following URLs: %s." % possible_urls
    )
datadog_checks.base.errors.CheckException: The agent could not connect to any of the following URLs: ['https://172.17.0.2:10257/metrics', 'https://localhost:10257/metrics', 'http://172.17.0.2:10252/metrics', 'http://localhost:10252/metrics'].
Deprecated constructor API returned:
KubeControllerManagerCheck.__init__() got an unexpected keyword argument 'agentConfig'
2026-02-26 18:47:03 UTC | CORE | ERROR | (pkg/collector/scheduler.go:226 in getChecks) | Unable to load a check from instance of config 'kube_controller_manager': Core Check Loader: Check kube_controller_manager not found in Catalog; Python Check Loader: could not configure check instance for python check kube_controller_manager: could not invoke 'kube_controller_manager' python check constructor. New constructor API returned:
Traceback (most recent call last):
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/kube_controller_manager/kube_controller_manager.py", line 114, in __init__
    super(KubeControllerManagerCheck, self).__init__(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        name,
        ^^^^^
    ...<23 lines>...
        default_namespace="kube_controller_manager",
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/kube_controller_manager/sli_metrics.py", line 25, in __init__
    super(SliMetricsScraperMixin, self).__init__(*args, **kwargs)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/base/checks/openmetrics/base_check.py", line 126, in __init__
    raise CheckException(
        "The agent could not connect to any of the following URLs: %s." % possible_urls
    )
datadog_checks.base.errors.CheckException: The agent could not connect to any of the following URLs: ['https://172.17.0.2:10257/metrics', 'https://localhost:10257/metrics', 'http://172.17.0.2:10252/metrics', 'http://localhost:10252/metrics'].
Deprecated constructor API returned:
KubeControllerManagerCheck.__init__() got an unexpected keyword argument 'agentConfig'; 
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/process/runner/runner.go:235 in logCheckDuration) | Finished process check #2 in 9.967458ms
2026-02-26 18:47:03 UTC | CORE | ERROR | (pkg/util/kubernetes/hostinfo/tags.go:82 in getNodeInfoTags) | Unable to auto discover node labels: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/python/datadog_agent.go:148 in LogMessage) | unknown | (base_check.py:124) | Couldn't connect to https://172.17.0.2:10259/metrics: HTTPSConnectionPool(host='172.17.0.2', port=10259): Max retries exceeded with url: /metrics (Caused by NewConnectionError("HTTPSConnection(host='172.17.0.2', port=10259): Failed to establish a new connection: [Errno 111] Connection refused")), trying next possible URL.
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/python/datadog_agent.go:148 in LogMessage) | unknown | (base_check.py:124) | Couldn't connect to https://localhost:10259/metrics: HTTPSConnectionPool(host='localhost', port=10259): Max retries exceeded with url: /metrics (Caused by NewConnectionError("HTTPSConnection(host='localhost', port=10259): Failed to establish a new connection: [Errno 111] Connection refused")), trying next possible URL.
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/python/datadog_agent.go:148 in LogMessage) | unknown | (base_check.py:124) | Couldn't connect to http://172.17.0.2:10251/metrics: HTTPConnectionPool(host='172.17.0.2', port=10251): Max retries exceeded with url: /metrics (Caused by NewConnectionError("HTTPConnection(host='172.17.0.2', port=10251): Failed to establish a new connection: [Errno 111] Connection refused")), trying next possible URL.
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/python/datadog_agent.go:148 in LogMessage) | unknown | (base_check.py:124) | Couldn't connect to http://localhost:10251/metrics: HTTPConnectionPool(host='localhost', port=10251): Max retries exceeded with url: /metrics (Caused by NewConnectionError("HTTPConnection(host='localhost', port=10251): Failed to establish a new connection: [Errno 111] Connection refused")), trying next possible URL.
2026-02-26 18:47:03 UTC | CORE | WARN | (pkg/collector/python/check.go:334 in Configure) | could not get a 'kube_scheduler' check instance with the new api: Traceback (most recent call last):
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/kube_scheduler/kube_scheduler.py", line 159, in __init__
    super(KubeSchedulerCheck, self).__init__(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        name,
        ^^^^^
    ...<24 lines>...
        default_namespace="kube_scheduler",
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/kube_scheduler/sli_metrics.py", line 25, in __init__
    super(SliMetricsScraperMixin, self).__init__(*args, **kwargs)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/base/checks/openmetrics/base_check.py", line 126, in __init__
    raise CheckException(
        "The agent could not connect to any of the following URLs: %s." % possible_urls
    )
datadog_checks.base.errors.CheckException: The agent could not connect to any of the following URLs: ['https://172.17.0.2:10259/metrics', 'https://localhost:10259/metrics', 'http://172.17.0.2:10251/metrics', 'http://localhost:10251/metrics'].
2026-02-26 18:47:03 UTC | CORE | WARN | (pkg/collector/python/check.go:335 in Configure) | trying to instantiate the check with the old api, passing agentConfig to the constructor
2026-02-26 18:47:03 UTC | CORE | INFO | (comp/core/agenttelemetry/impl/agenttelemetry.go:508 in run) | Starting agent telemetry run
2026-02-26 18:47:03 UTC | CORE | ERROR | (pkg/collector/python/loader.go:290 in addExpvarConfigureError) | py.loader: could not configure check 'kube_scheduler (7.2.0)': could not invoke 'kube_scheduler' python check constructor. New constructor API returned:
Traceback (most recent call last):
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/kube_scheduler/kube_scheduler.py", line 159, in __init__
    super(KubeSchedulerCheck, self).__init__(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        name,
        ^^^^^
    ...<24 lines>...
        default_namespace="kube_scheduler",
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/kube_scheduler/sli_metrics.py", line 25, in __init__
    super(SliMetricsScraperMixin, self).__init__(*args, **kwargs)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/base/checks/openmetrics/base_check.py", line 126, in __init__
    raise CheckException(
        "The agent could not connect to any of the following URLs: %s." % possible_urls
    )
datadog_checks.base.errors.CheckException: The agent could not connect to any of the following URLs: ['https://172.17.0.2:10259/metrics', 'https://localhost:10259/metrics', 'http://172.17.0.2:10251/metrics', 'http://localhost:10251/metrics'].
Deprecated constructor API returned:
KubeSchedulerCheck.__init__() got an unexpected keyword argument 'agentConfig'
2026-02-26 18:47:03 UTC | CORE | ERROR | (pkg/collector/scheduler.go:226 in getChecks) | Unable to load a check from instance of config 'kube_scheduler': Core Check Loader: Check kube_scheduler not found in Catalog; Python Check Loader: could not configure check instance for python check kube_scheduler: could not invoke 'kube_scheduler' python check constructor. New constructor API returned:
Traceback (most recent call last):
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/kube_scheduler/kube_scheduler.py", line 159, in __init__
    super(KubeSchedulerCheck, self).__init__(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        name,
        ^^^^^
    ...<24 lines>...
        default_namespace="kube_scheduler",
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/kube_scheduler/sli_metrics.py", line 25, in __init__
    super(SliMetricsScraperMixin, self).__init__(*args, **kwargs)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/datadog-agent/embedded/lib/python3.13/site-packages/datadog_checks/base/checks/openmetrics/base_check.py", line 126, in __init__
    raise CheckException(
        "The agent could not connect to any of the following URLs: %s." % possible_urls
    )
datadog_checks.base.errors.CheckException: The agent could not connect to any of the following URLs: ['https://172.17.0.2:10259/metrics', 'https://localhost:10259/metrics', 'http://172.17.0.2:10251/metrics', 'http://localhost:10251/metrics'].
Deprecated constructor API returned:
KubeSchedulerCheck.__init__() got an unexpected keyword argument 'agentConfig'; 
2026-02-26 18:47:03 UTC | CORE | ERROR | (pkg/util/kubernetes/hostinfo/tags.go:82 in getNodeInfoTags) | Unable to auto discover node labels: temporary failure in clusterAgentClient, will retry later: try delay not elapsed yet
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check redisdb:6549f812315df5f4 with an interval of 15s
2026-02-26 18:47:03 UTC | CORE | ERROR | (pkg/jmxfetch/scheduler.go:68 in Schedule) | Could not schedule jmxfetch config: tomcat_521ea5648c827f91: exec: "java": executable file not found in $PATH
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check container with an interval of 15s
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check container_image with an interval of 15s
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check container_lifecycle with an interval of 15s
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check cpu with an interval of 15s
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check discovery with an interval of 1m0s
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check disk with an interval of 15s
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check docker with an interval of 15s
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check file_handle with an interval of 15s
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check io with an interval of 15s
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check kubelet with an interval of 20s
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check load with an interval of 15s
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check memory with an interval of 15s
2026-02-26 18:47:03 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check network with an interval of 15s
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:memory | Running check...
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:memory | Done running check
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/collector/corechecks/net/ntp/ntp.go:146 in parse) | Using NTP servers: [ 0.datadog.pool.ntp.org, 1.datadog.pool.ntp.org, 2.datadog.pool.ntp.org, 3.datadog.pool.ntp.org ]
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check ntp:3c427a42a70bbf8 with an interval of 15m0s
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check orchestrator_kubelet_config:45ec97f32309a951 with an interval of 10m0s
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check orchestrator_pod:888ebc42a3817b00 with an interval of 15s
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check telemetry with an interval of 15s
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check uptime with an interval of 15s
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | WARN | (comp/logs/agent/config/integration_config.go:418 in AutoMultiLineEnabled) | config key "logs_config.experimental_auto_multi_line_detection" is unknown
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/kube-system_kube-scheduler-pattykube_29a4db6f284853a1e9d61c9937943484/kube-scheduler/3.log (offset: 3295, whence: 0) for tailer key /var/log/pods/kube-system_kube-scheduler-pattykube_29a4db6f284853a1e9d61c9937943484/kube-scheduler/3.log/76d2e35e241b39b3e519cdf449bfef9c32859e6efbb627ad4425ab1ad89fbf9b
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/kube-system_kube-scheduler-pattykube_29a4db6f284853a1e9d61c9937943484/kube-scheduler/3.log for tailer key /var/log/pods/kube-system_kube-scheduler-pattykube_29a4db6f284853a1e9d61c9937943484/kube-scheduler/3.log/76d2e35e241b39b3e519cdf449bfef9c32859e6efbb627ad4425ab1ad89fbf9b
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/default_redis-deployment-56479df6fc-jv4z9_2d70b2fb-8270-4751-8176-e3852186231a/redis/0.log (offset: 9750, whence: 0) for tailer key /var/log/pods/default_redis-deployment-56479df6fc-jv4z9_2d70b2fb-8270-4751-8176-e3852186231a/redis/0.log/e742cbc43cf9a75ada6bf121167886e06c01ac0c8dfa1b654d44cdb5265eca9a
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/default_redis-deployment-56479df6fc-jv4z9_2d70b2fb-8270-4751-8176-e3852186231a/redis/0.log for tailer key /var/log/pods/default_redis-deployment-56479df6fc-jv4z9_2d70b2fb-8270-4751-8176-e3852186231a/redis/0.log/e742cbc43cf9a75ada6bf121167886e06c01ac0c8dfa1b654d44cdb5265eca9a
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/kube-system_coredns-7d764666f9-m99c8_2595af7c-adbe-4e87-984c-759876340e8a/coredns/3.log (offset: 402549, whence: 0) for tailer key /var/log/pods/kube-system_coredns-7d764666f9-m99c8_2595af7c-adbe-4e87-984c-759876340e8a/coredns/3.log/a5174fe929ef3485b415c04fefdda3b4aa5a83ba03fc780f7bdc87e4ed854a4e
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/kube-system_coredns-7d764666f9-m99c8_2595af7c-adbe-4e87-984c-759876340e8a/coredns/3.log for tailer key /var/log/pods/kube-system_coredns-7d764666f9-m99c8_2595af7c-adbe-4e87-984c-759876340e8a/coredns/3.log/a5174fe929ef3485b415c04fefdda3b4aa5a83ba03fc780f7bdc87e4ed854a4e
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:553 in handleTailingModeChange) | Tailing mode changed for file:/var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/init-config/0.log. Was: end: Now: beginning
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/init-config/0.log (offset: 0, whence: 0) for tailer key /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/init-config/0.log/92b3356af012922cb509ef6e397f6ccee6550dea16b3c0867a11ea31316b1530
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/init-config/0.log for tailer key /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/init-config/0.log/92b3356af012922cb509ef6e397f6ccee6550dea16b3c0867a11ea31316b1530
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:553 in handleTailingModeChange) | Tailing mode changed for file:/var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/init-volume/0.log. Was: end: Now: beginning
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/init-volume/0.log (offset: 0, whence: 0) for tailer key /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/init-volume/0.log/167074306ee212e32d29c4f3bbeaa08daeaa05a3c446f0879244ba8a0e4a8412
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/init-volume/0.log for tailer key /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/init-volume/0.log/167074306ee212e32d29c4f3bbeaa08daeaa05a3c446f0879244ba8a0e4a8412
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/schedulers/ad/scheduler.go:74 in Schedule) | Received a new logs config: container_collect_all
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:553 in handleTailingModeChange) | Tailing mode changed for file:/var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/seccomp-setup/0.log. Was: end: Now: beginning
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/launchers/file/launcher.go:461 in startNewTailer) | Starting a new tailer for: /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/seccomp-setup/0.log (offset: 0, whence: 0) for tailer key /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/seccomp-setup/0.log/6bd4a07cd10ab204a17f1ba6f804cc152e71be0aaa15c4c95ee1de110f37cf49
2026-02-26 18:47:04 UTC | CORE | INFO | (pkg/logs/tailers/file/tailer_nix.go:29 in setup) | Opening /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/seccomp-setup/0.log for tailer key /var/log/pods/default_datadog-gkwbc_3611c5d8-6624-4102-88df-04a77237846b/seccomp-setup/0.log/6bd4a07cd10ab204a17f1ba6f804cc152e71be0aaa15c4c95ee1de110f37cf49
